groupsize,protocol,operation,clientrole,setuptime,operationtime
64,FULL,add,RECIPIENT,14.011574,15.097782
64,FULL,add,RECIPIENT,14.451966,16.639505
90,FULL,update,SENDER,19.324353,19.959634
90,FULL,update,RECIPIENT,20.245442,19.967101
90,FULL,update,RECIPIENT,20.192547,19.925882
90,FULL,update,RECIPIENT,20.747191,19.96324
90,FULL,update,RECIPIENT,19.851389,19.663602
90,FULL,update,RECIPIENT,20.564485,19.669271
90,FULL,update,RECIPIENT,20.143402,19.37683
90,FULL,update,RECIPIENT,20.193062,19.939226
90,FULL,update,RECIPIENT,20.701047,20.796516
90,FULL,update,RECIPIENT,21.51918,20.863339
90,FULL,update,RECIPIENT,20.311684,19.819714
90,FULL,update,RECIPIENT,20.397962,19.865045
90,FULL,update,RECIPIENT,19.757775,20.404851
90,FULL,update,RECIPIENT,20.160477,20.163719
90,FULL,update,RECIPIENT,20.869424,19.923128
90,FULL,update,RECIPIENT,21.927873,19.940776
90,FULL,update,RECIPIENT,20.721058,19.180626
90,FULL,update,RECIPIENT,20.106663,19.881862
90,FULL,update,RECIPIENT,20.198069,20.444073
90,FULL,update,RECIPIENT,19.492917,19.346516
90,FULL,update,RECIPIENT,19.622255,19.957731
90,FULL,update,RECIPIENT,20.150403,19.421628
90,FULL,update,RECIPIENT,19.930335,19.70679
90,FULL,update,RECIPIENT,20.408084,20.42004
90,FULL,update,RECIPIENT,21.074001,20.417269
90,FULL,update,RECIPIENT,21.830962,19.531893
90,FULL,update,RECIPIENT,19.758901,19.527226
90,FULL,update,RECIPIENT,20.334298,19.670009
90,FULL,update,RECIPIENT,19.706405,19.160066
90,FULL,update,RECIPIENT,20.319689,20.822681
90,FULL,update,RECIPIENT,19.806233,20.343996
90,FULL,update,RECIPIENT,20.89701,19.228868
90,FULL,update,RECIPIENT,19.587242,19.535973
90,FULL,update,RECIPIENT,20.433404,19.465533
90,FULL,update,RECIPIENT,21.33472,19.479549
90,FULL,update,RECIPIENT,20.437121,19.639638
90,FULL,update,RECIPIENT,20.341274,19.637231
90,FULL,update,RECIPIENT,19.58694,19.803583
90,FULL,update,RECIPIENT,20.2837,19.514824
90,FULL,update,RECIPIENT,20.208686,20.081749
90,FULL,update,RECIPIENT,20.051137,20.827279
90,FULL,update,RECIPIENT,19.740695,19.494346
90,FULL,update,RECIPIENT,21.890987,19.312042
90,FULL,update,RECIPIENT,19.903322,20.345972
90,FULL,update,RECIPIENT,20.440924,19.380468
90,FULL,update,RECIPIENT,20.92191,19.370896
90,FULL,update,RECIPIENT,20.236564,19.708555
90,FULL,update,RECIPIENT,20.887973,19.735059
90,FULL,update,RECIPIENT,21.132893,19.509448
90,FULL,update,RECIPIENT,21.959411,20.795921
90,FULL,update,RECIPIENT,19.961307,19.637304
90,FULL,update,RECIPIENT,21.317473,19.987048
90,FULL,update,RECIPIENT,21.921703,19.769003
90,FULL,update,RECIPIENT,19.66705,19.278038
90,FULL,update,RECIPIENT,21.28693,21.211786
90,FULL,update,RECIPIENT,19.725498,19.294395
90,FULL,update,RECIPIENT,20.146915,20.543794
90,FULL,update,RECIPIENT,19.579524,19.903706
90,FULL,update,RECIPIENT,20.62034,20.050449
90,FULL,update,RECIPIENT,21.156413,19.610891
90,FULL,update,RECIPIENT,20.436888,19.335759
90,FULL,update,RECIPIENT,20.498056,19.838933
90,FULL,update,RECIPIENT,20.345442,19.854879
90,FULL,update,RECIPIENT,20.135307,19.818034
90,FULL,update,RECIPIENT,20.551768,19.338552
90,FULL,update,RECIPIENT,19.975383,21.301078
90,FULL,update,RECIPIENT,20.390196,19.810132
90,FULL,update,RECIPIENT,20.12459,20.083967
90,FULL,update,RECIPIENT,20.005737,19.382338
90,FULL,update,RECIPIENT,20.323395,19.7961
90,FULL,update,RECIPIENT,20.440573,20.479856
90,FULL,update,RECIPIENT,20.444203,19.385961
90,FULL,update,RECIPIENT,20.041197,19.228927
90,FULL,update,RECIPIENT,20.519377,19.471711
90,FULL,update,RECIPIENT,20.330864,20.093856
90,FULL,update,RECIPIENT,20.502017,19.964032
90,FULL,update,RECIPIENT,20.069626,19.140183
90,FULL,update,RECIPIENT,20.515545,19.58933
90,FULL,update,RECIPIENT,20.636091,19.636965
90,FULL,update,RECIPIENT,19.526477,20.145868
90,FULL,update,RECIPIENT,19.741019,19.336634
90,FULL,update,RECIPIENT,20.393885,21.174207
90,FULL,update,RECIPIENT,19.791157,19.428853
90,FULL,update,RECIPIENT,20.387285,21.339073
90,FULL,update,RECIPIENT,20.231608,19.58989
90,FULL,update,RECIPIENT,19.985943,19.398424
90,FULL,update,RECIPIENT,19.906172,19.726526
90,FULL,update,RECIPIENT,21.059859,19.775682
90,FULL,update,RECIPIENT,19.908684,19.44644
90,FULL,update,RECIPIENT,20.708361,21.009964
11,FULL,add,SENDER,2.358758,2.746805
11,FULL,add,RECIPIENT,2.961656,4.075324
11,FULL,add,RECIPIENT,2.623936,4.239436
11,FULL,add,RECIPIENT,2.766645,4.182866
11,FULL,add,RECIPIENT,2.832607,4.192321
11,FULL,add,RECIPIENT,3.252326,4.225148
11,FULL,add,RECIPIENT,3.097027,4.452166
11,FULL,add,RECIPIENT,2.859136,4.035496
11,FULL,add,RECIPIENT,2.664567,4.271003
11,FULL,add,RECIPIENT,2.693022,4.162537
11,FULL,add,RECIPIENT,2.930725,4.865671
90,FULL,add,SENDER,21.32546,20.933339
90,FULL,add,RECIPIENT,19.820704,22.019885
90,FULL,add,RECIPIENT,19.721068,22.398261
90,FULL,add,RECIPIENT,20.935269,21.870384
90,FULL,add,RECIPIENT,22.443547,23.482869
90,FULL,add,RECIPIENT,21.169959,22.812315
90,FULL,add,RECIPIENT,21.313584,22.251103
90,FULL,add,RECIPIENT,21.611222,22.26721
90,FULL,add,RECIPIENT,20.665324,22.008021
90,FULL,add,RECIPIENT,20.721949,21.451874
90,FULL,add,RECIPIENT,28.100183,22.121749
90,FULL,add,RECIPIENT,20.317161,21.192899
90,FULL,add,RECIPIENT,20.041252,22.058793
90,FULL,add,RECIPIENT,21.992796,22.439576
90,FULL,add,RECIPIENT,20.34712,20.664263
90,FULL,add,RECIPIENT,24.228286,22.051601
90,FULL,add,RECIPIENT,20.326954,21.779927
90,FULL,add,RECIPIENT,20.024104,21.526682
90,FULL,add,RECIPIENT,20.420823,23.654589
90,FULL,add,RECIPIENT,20.133202,23.369795
90,FULL,add,RECIPIENT,19.923899,20.956422
90,FULL,add,RECIPIENT,21.076238,22.062725
90,FULL,add,RECIPIENT,21.348695,22.070414
90,FULL,add,RECIPIENT,21.079088,22.476881
90,FULL,add,RECIPIENT,21.475248,22.013059
90,FULL,add,RECIPIENT,21.00596,22.3345
90,FULL,add,RECIPIENT,20.061741,21.627337
90,FULL,add,RECIPIENT,20.916935,22.874552
90,FULL,add,RECIPIENT,20.599293,22.775789
90,FULL,add,RECIPIENT,21.166007,22.556882
90,FULL,add,RECIPIENT,20.06465,22.215515
90,FULL,add,RECIPIENT,20.288152,23.178468
90,FULL,add,RECIPIENT,20.228756,23.021907
90,FULL,add,RECIPIENT,20.003987,21.076483
90,FULL,add,RECIPIENT,20.014579,23.419801
90,FULL,add,RECIPIENT,19.698454,22.161227
90,FULL,add,RECIPIENT,19.868716,22.736695
90,FULL,add,RECIPIENT,19.85321,22.233259
90,FULL,add,RECIPIENT,20.813611,21.61781
90,FULL,add,RECIPIENT,19.832203,21.79051
90,FULL,add,RECIPIENT,19.971534,21.697637
90,FULL,add,RECIPIENT,19.92827,20.952832
90,FULL,add,RECIPIENT,19.86341,21.449939
90,FULL,add,RECIPIENT,20.070469,23.39058
90,FULL,add,RECIPIENT,20.566508,22.288164
90,FULL,add,RECIPIENT,20.459449,20.776263
90,FULL,add,RECIPIENT,20.040318,20.954834
90,FULL,add,RECIPIENT,20.323607,23.602441
90,FULL,add,RECIPIENT,19.926738,20.817317
90,FULL,add,RECIPIENT,19.753868,21.651661
90,FULL,add,RECIPIENT,19.984057,22.021029
90,FULL,add,RECIPIENT,19.819298,22.110292
90,FULL,add,RECIPIENT,19.95404,22.51767
90,FULL,add,RECIPIENT,20.249461,22.313712
90,FULL,add,RECIPIENT,20.507514,22.312826
90,FULL,add,RECIPIENT,19.964843,23.478589
90,FULL,add,RECIPIENT,19.700633,22.782649
90,FULL,add,RECIPIENT,19.838963,22.610014
90,FULL,add,RECIPIENT,20.079099,21.352193
90,FULL,add,RECIPIENT,20.516923,21.182433
90,FULL,add,RECIPIENT,20.302409,21.73542
90,FULL,add,RECIPIENT,20.456428,22.166101
90,FULL,add,RECIPIENT,19.770661,21.989379
90,FULL,add,RECIPIENT,20.45953,22.628038
90,FULL,add,RECIPIENT,20.087452,21.555774
90,FULL,add,RECIPIENT,19.9981,22.280825
90,FULL,add,RECIPIENT,20.126383,22.581461
90,FULL,add,RECIPIENT,20.244017,25.58594
90,FULL,add,RECIPIENT,21.99941,21.082466
90,FULL,add,RECIPIENT,19.718374,23.002739
90,FULL,add,RECIPIENT,19.895303,21.878508
90,FULL,add,RECIPIENT,20.101093,22.737728
90,FULL,add,RECIPIENT,20.040612,22.093229
90,FULL,add,RECIPIENT,19.976323,20.735383
90,FULL,add,RECIPIENT,20.27422,21.956124
90,FULL,add,RECIPIENT,20.146093,22.563578
90,FULL,add,RECIPIENT,20.856212,22.750241
90,FULL,add,RECIPIENT,20.839967,22.595384
90,FULL,add,RECIPIENT,20.15307,21.108232
90,FULL,add,RECIPIENT,20.182029,22.033336
90,FULL,add,RECIPIENT,20.268213,21.870594
90,FULL,add,RECIPIENT,20.362687,21.306026
90,FULL,add,RECIPIENT,19.931057,22.844443
90,FULL,add,RECIPIENT,19.928856,23.589617
90,FULL,add,RECIPIENT,19.640327,20.893236
90,FULL,add,RECIPIENT,20.151719,24.394316
90,FULL,add,RECIPIENT,20.233233,22.968296
90,FULL,add,RECIPIENT,20.158046,22.577625
90,FULL,add,RECIPIENT,20.226629,21.984729
90,FULL,add,RECIPIENT,20.077638,21.712253
45,FULL,add,SENDER,9.269215,9.481845
45,FULL,add,RECIPIENT,9.618587,10.966702
45,FULL,add,RECIPIENT,9.989436,10.457217
45,FULL,add,RECIPIENT,10.238747,11.01968
45,FULL,add,RECIPIENT,10.808988,11.089806
45,FULL,add,RECIPIENT,9.83008,10.706209
45,FULL,add,RECIPIENT,9.713338,10.629487
45,FULL,add,RECIPIENT,10.969699,10.659587
45,FULL,add,RECIPIENT,9.869171,11.019756
45,FULL,add,RECIPIENT,9.743558,10.710146
45,FULL,add,RECIPIENT,9.618678,10.86667
45,FULL,add,RECIPIENT,9.994006,10.539525
45,FULL,add,RECIPIENT,10.462694,10.965305
45,FULL,add,RECIPIENT,9.63198,10.926851
45,FULL,add,RECIPIENT,10.046409,10.474697
45,FULL,add,RECIPIENT,9.723798,11.106707
45,FULL,add,RECIPIENT,9.79007,10.598079
45,FULL,add,RECIPIENT,10.138307,10.64421
45,FULL,add,RECIPIENT,9.851321,10.830246
45,FULL,add,RECIPIENT,9.680272,10.802477
45,FULL,add,RECIPIENT,9.885899,10.720776
45,FULL,add,RECIPIENT,9.895364,10.798335
45,FULL,add,RECIPIENT,9.705919,10.337518
45,FULL,add,RECIPIENT,9.883419,12.681199
45,FULL,add,RECIPIENT,9.602408,10.82228
45,FULL,add,RECIPIENT,9.665468,10.710927
45,FULL,add,RECIPIENT,9.969386,10.383647
45,FULL,add,RECIPIENT,9.615079,10.941304
45,FULL,add,RECIPIENT,9.625338,10.442814
45,FULL,add,RECIPIENT,9.927656,10.673496
45,FULL,add,RECIPIENT,10.120812,10.843948
45,FULL,add,RECIPIENT,9.714337,11.903422
45,FULL,add,RECIPIENT,10.063208,10.895546
45,FULL,add,RECIPIENT,9.543688,10.973273
45,FULL,add,RECIPIENT,9.891927,11.310839
45,FULL,add,RECIPIENT,9.547967,10.756081
45,FULL,add,RECIPIENT,9.893459,10.997988
45,FULL,add,RECIPIENT,9.926896,10.602169
45,FULL,add,RECIPIENT,9.578128,10.616946
45,FULL,add,RECIPIENT,9.717349,11.068876
45,FULL,add,RECIPIENT,10.083566,10.898266
45,FULL,add,RECIPIENT,10.080897,11.894524
45,FULL,add,RECIPIENT,9.951897,10.526338
45,FULL,add,RECIPIENT,9.913569,10.745864
45,FULL,add,RECIPIENT,9.663488,10.491757
22,FULL,update,SENDER,4.645204,4.360951
22,FULL,update,RECIPIENT,4.829965,4.842028
22,FULL,update,RECIPIENT,4.789985,5.136468
22,FULL,update,RECIPIENT,4.960132,4.756744
22,FULL,update,RECIPIENT,5.538736,4.64882
22,FULL,update,RECIPIENT,4.795394,4.790875
22,FULL,update,RECIPIENT,4.735783,4.712891
22,FULL,update,RECIPIENT,4.993708,4.989292
22,FULL,update,RECIPIENT,5.041591,5.325696
22,FULL,update,RECIPIENT,5.422124,4.724109
22,FULL,update,RECIPIENT,5.028294,5.250883
22,FULL,update,RECIPIENT,4.849364,4.507402
22,FULL,update,RECIPIENT,5.032655,4.692396
22,FULL,update,RECIPIENT,5.094995,4.630768
22,FULL,update,RECIPIENT,4.956726,4.612574
22,FULL,update,RECIPIENT,4.788704,4.685365
22,FULL,update,RECIPIENT,4.971467,4.628599
22,FULL,update,RECIPIENT,4.772705,5.201771
22,FULL,update,RECIPIENT,4.765325,4.811926
22,FULL,update,RECIPIENT,4.993363,5.383898
22,FULL,update,RECIPIENT,4.777963,4.654423
22,FULL,update,RECIPIENT,5.443525,5.444671
64,FULL,add,SENDER,14.562111,16.861716
64,FULL,add,RECIPIENT,15.496907,15.900709
64,FULL,add,RECIPIENT,15.781442,19.877852
64,FULL,add,RECIPIENT,21.307784,15.890318
64,FULL,add,RECIPIENT,18.133077,16.339149
64,FULL,add,RECIPIENT,16.032519,17.258797
64,FULL,add,RECIPIENT,16.338432,17.690332
64,FULL,add,RECIPIENT,15.766042,19.29043
64,FULL,add,RECIPIENT,16.979512,18.083047
64,FULL,add,RECIPIENT,16.984327,15.610221
64,FULL,add,RECIPIENT,14.869952,18.486921
64,FULL,add,RECIPIENT,16.124987,18.283082
64,FULL,add,RECIPIENT,16.011755,20.381694
64,FULL,add,RECIPIENT,15.622509,15.69242
64,FULL,add,RECIPIENT,16.868116,17.43929
64,FULL,add,RECIPIENT,14.468642,22.550671
64,FULL,add,RECIPIENT,14.439143,17.324369
64,FULL,add,RECIPIENT,17.019416,17.903962
64,FULL,add,RECIPIENT,16.82576,18.977037
64,FULL,add,RECIPIENT,16.080225,16.953144
64,FULL,add,RECIPIENT,15.12373,16.551941
64,FULL,add,RECIPIENT,16.466473,22.470111
64,FULL,add,RECIPIENT,14.748233,17.236078
64,FULL,add,RECIPIENT,15.526409,17.725999
64,FULL,add,RECIPIENT,15.725383,18.051871
64,FULL,add,RECIPIENT,16.722612,20.450504
64,FULL,add,RECIPIENT,16.577291,20.212513
64,FULL,add,RECIPIENT,14.923922,18.457018
64,FULL,add,RECIPIENT,15.269219,17.764576
64,FULL,add,RECIPIENT,15.457157,18.205982
64,FULL,add,RECIPIENT,15.376698,19.131441
64,FULL,add,RECIPIENT,16.127472,18.273736
64,FULL,add,RECIPIENT,14.370146,18.725702
64,FULL,add,RECIPIENT,17.033792,18.862927
64,FULL,add,RECIPIENT,15.863275,18.019109
64,FULL,add,RECIPIENT,15.048948,17.505069
64,FULL,add,RECIPIENT,16.113123,19.44257
64,FULL,add,RECIPIENT,16.214071,19.178279
64,FULL,add,RECIPIENT,14.675552,23.02418
64,FULL,add,RECIPIENT,15.944403,18.406571
64,FULL,add,RECIPIENT,24.075547,19.572838
64,FULL,add,RECIPIENT,17.088131,18.255002
64,FULL,add,RECIPIENT,15.275178,18.107407
64,FULL,add,RECIPIENT,15.407228,18.420978
64,FULL,add,RECIPIENT,15.635325,15.727213
64,FULL,add,RECIPIENT,18.014484,15.710972
64,FULL,add,RECIPIENT,16.64176,22.702252
64,FULL,add,RECIPIENT,15.432332,23.231267
64,FULL,add,RECIPIENT,16.206267,17.712787
64,FULL,add,RECIPIENT,15.703267,18.064704
64,FULL,add,RECIPIENT,15.847854,19.1868
64,FULL,add,RECIPIENT,15.123571,17.340047
64,FULL,add,RECIPIENT,15.399852,20.076155
64,FULL,add,RECIPIENT,18.331331,20.20918
64,FULL,add,RECIPIENT,16.657604,20.274995
64,FULL,add,RECIPIENT,19.330964,18.628555
64,FULL,add,RECIPIENT,15.413002,18.044817
64,FULL,add,RECIPIENT,15.256392,17.588878
64,FULL,add,RECIPIENT,14.772613,19.800859
64,FULL,add,RECIPIENT,15.947128,18.647592
64,FULL,add,RECIPIENT,15.779102,17.380674
64,FULL,add,RECIPIENT,15.848066,15.537192
64,FULL,add,RECIPIENT,15.435305,19.369577
64,FULL,add,RECIPIENT,15.871849,15.801974
22,FULL,remove,SENDER,4.491525,4.149344
22,FULL,remove,RECIPIENT,5.594396,0.67984
22,FULL,remove,RECIPIENT,4.940444,5.062119
22,FULL,remove,RECIPIENT,5.034505,4.356606
22,FULL,remove,RECIPIENT,4.821665,4.659583
22,FULL,remove,RECIPIENT,4.765925,4.411612
22,FULL,remove,RECIPIENT,5.106954,4.381618
22,FULL,remove,RECIPIENT,5.016989,4.349799
22,FULL,remove,RECIPIENT,5.100815,4.510462
22,FULL,remove,RECIPIENT,4.763474,4.418019
22,FULL,remove,RECIPIENT,5.624433,4.368023
22,FULL,remove,RECIPIENT,4.861574,5.171645
22,FULL,remove,RECIPIENT,4.831853,4.307205
22,FULL,remove,RECIPIENT,4.91802,4.449688
22,FULL,remove,RECIPIENT,4.893492,4.470535
22,FULL,remove,RECIPIENT,4.868484,4.747378
22,FULL,remove,RECIPIENT,5.086643,4.284045
22,FULL,remove,RECIPIENT,4.829355,4.663795
22,FULL,remove,RECIPIENT,4.939006,4.464365
22,FULL,remove,RECIPIENT,4.825326,4.438998
22,FULL,remove,RECIPIENT,5.434961,4.79475
22,FULL,remove,RECIPIENT,5.258124,5.015445
11,FULL,remove,SENDER,2.754646,2.088282
11,FULL,remove,RECIPIENT,2.878377,0.602416
11,FULL,remove,RECIPIENT,2.58821,2.158664
11,FULL,remove,RECIPIENT,3.279024,2.349142
11,FULL,remove,RECIPIENT,3.107629,2.436387
11,FULL,remove,RECIPIENT,3.104606,2.460904
11,FULL,remove,RECIPIENT,2.711331,2.376621
11,FULL,remove,RECIPIENT,2.931185,2.280564
11,FULL,remove,RECIPIENT,2.696687,2.510633
11,FULL,remove,RECIPIENT,2.868187,2.447716
11,FULL,remove,RECIPIENT,3.311829,2.552418
22,FULL,add,SENDER,4.708106,4.590778
22,FULL,add,RECIPIENT,5.034766,5.655446
22,FULL,add,RECIPIENT,5.081071,5.713185
22,FULL,add,RECIPIENT,5.235767,6.257158
22,FULL,add,RECIPIENT,4.965853,5.921989
22,FULL,add,RECIPIENT,5.225922,5.652668
22,FULL,add,RECIPIENT,5.259758,5.672713
22,FULL,add,RECIPIENT,5.397832,6.136117
22,FULL,add,RECIPIENT,4.870512,5.753809
22,FULL,add,RECIPIENT,5.111385,5.675353
22,FULL,add,RECIPIENT,5.094889,5.916152
22,FULL,add,RECIPIENT,5.182796,5.820392
22,FULL,add,RECIPIENT,4.98394,5.925942
22,FULL,add,RECIPIENT,5.372412,5.861108
22,FULL,add,RECIPIENT,5.200726,6.214183
22,FULL,add,RECIPIENT,5.468301,5.549583
22,FULL,add,RECIPIENT,4.981125,5.960076
22,FULL,add,RECIPIENT,5.433,5.66473
22,FULL,add,RECIPIENT,6.779188,6.115753
22,FULL,add,RECIPIENT,5.12145,5.894766
22,FULL,add,RECIPIENT,5.381736,5.645684
22,FULL,add,RECIPIENT,5.976797,6.093844
64,FULL,add,SENDER,13.477733,14.041346
64,FULL,add,RECIPIENT,14.255151,15.947327
64,FULL,add,RECIPIENT,14.854421,16.085703
64,FULL,add,RECIPIENT,15.06098,15.201218
64,FULL,add,RECIPIENT,14.603931,15.170027
64,FULL,add,RECIPIENT,13.818003,15.26083
64,FULL,add,RECIPIENT,14.571695,15.648454
64,FULL,add,RECIPIENT,14.382153,15.118046
64,FULL,add,RECIPIENT,13.95109,14.802139
64,FULL,add,RECIPIENT,14.31763,14.724529
64,FULL,add,RECIPIENT,14.880836,15.441114
64,FULL,add,RECIPIENT,14.064174,15.349592
64,FULL,add,RECIPIENT,13.941114,15.690745
64,FULL,add,RECIPIENT,14.082233,15.252122
64,FULL,add,RECIPIENT,14.020689,16.047121
64,FULL,add,RECIPIENT,14.097845,15.091507
64,FULL,add,RECIPIENT,14.451509,16.175593
64,FULL,add,RECIPIENT,14.219663,15.022831
64,FULL,add,RECIPIENT,14.195598,14.918982
64,FULL,add,RECIPIENT,14.107678,15.339786
64,FULL,add,RECIPIENT,15.689931,14.887013
64,FULL,add,RECIPIENT,14.135417,15.242902
64,FULL,add,RECIPIENT,13.914625,14.964865
64,FULL,add,RECIPIENT,13.684875,15.905193
64,FULL,add,RECIPIENT,14.300901,16.366723
64,FULL,add,RECIPIENT,14.148958,15.659204
64,FULL,add,RECIPIENT,14.286922,15.622076
64,FULL,add,RECIPIENT,16.227203,16.163202
64,FULL,add,RECIPIENT,14.311169,15.515535
64,FULL,add,RECIPIENT,13.888663,14.955022
64,FULL,add,RECIPIENT,14.745266,15.327786
64,FULL,add,RECIPIENT,14.594496,15.818652
64,FULL,add,RECIPIENT,14.872634,15.295282
64,FULL,add,RECIPIENT,14.250543,15.53506
64,FULL,add,RECIPIENT,14.434352,15.329535
64,FULL,add,RECIPIENT,14.709235,15.118847
64,FULL,add,RECIPIENT,13.935876,14.743762
64,FULL,add,RECIPIENT,13.753337,18.016947
64,FULL,add,RECIPIENT,13.715062,14.6464
64,FULL,add,RECIPIENT,15.199072,15.432602
64,FULL,add,RECIPIENT,14.961382,15.345133
64,FULL,add,RECIPIENT,15.104338,15.25231
64,FULL,add,RECIPIENT,14.188347,15.257148
64,FULL,add,RECIPIENT,14.047693,15.286185
64,FULL,add,RECIPIENT,14.07688,15.684265
64,FULL,add,RECIPIENT,15.382731,15.55904
64,FULL,add,RECIPIENT,14.32578,15.05393
64,FULL,add,RECIPIENT,14.320162,15.539537
64,FULL,add,RECIPIENT,13.876548,14.968341
64,FULL,add,RECIPIENT,13.765513,15.419403
64,FULL,add,RECIPIENT,14.570026,15.006149
64,FULL,add,RECIPIENT,14.243785,15.636359
64,FULL,add,RECIPIENT,14.696567,15.627774
64,FULL,add,RECIPIENT,14.829196,16.049671
64,FULL,add,RECIPIENT,14.435353,14.898231
64,FULL,add,RECIPIENT,15.110103,15.406765
64,FULL,add,RECIPIENT,15.018028,15.436207
64,FULL,add,RECIPIENT,14.910092,14.864301
64,FULL,add,RECIPIENT,15.29955,15.435352
64,FULL,add,RECIPIENT,13.997064,14.964894
64,FULL,add,RECIPIENT,14.300523,15.453999
64,FULL,add,RECIPIENT,14.777685,15.003715
64,FULL,add,RECIPIENT,13.987421,16.439506
64,FULL,add,RECIPIENT,14.599747,15.270849
22,FULL,remove,SENDER,4.865715,4.676074
22,FULL,remove,RECIPIENT,5.192144,0.942575
22,FULL,remove,RECIPIENT,5.02956,4.568533
22,FULL,remove,RECIPIENT,5.592894,4.6727
22,FULL,remove,RECIPIENT,5.088814,4.440565
22,FULL,remove,RECIPIENT,5.681433,4.427083
22,FULL,remove,RECIPIENT,5.161664,4.466879
22,FULL,remove,RECIPIENT,4.967214,4.339155
22,FULL,remove,RECIPIENT,4.818784,4.652564
22,FULL,remove,RECIPIENT,5.313149,4.310745
22,FULL,remove,RECIPIENT,4.761588,4.643193
22,FULL,remove,RECIPIENT,6.421842,4.342586
22,FULL,remove,RECIPIENT,5.522885,4.650288
22,FULL,remove,RECIPIENT,5.212252,4.385195
22,FULL,remove,RECIPIENT,4.886204,4.486444
22,FULL,remove,RECIPIENT,5.352653,4.665269
22,FULL,remove,RECIPIENT,5.248093,6.148665
22,FULL,remove,RECIPIENT,5.331948,4.803749
22,FULL,remove,RECIPIENT,5.315533,4.695272
22,FULL,remove,RECIPIENT,5.011763,4.536793
22,FULL,remove,RECIPIENT,5.114372,4.776595
22,FULL,remove,RECIPIENT,5.123035,4.812779
16,FULL,update,SENDER,3.052767,3.241341
16,FULL,update,RECIPIENT,3.819775,3.440435
16,FULL,update,RECIPIENT,3.754128,3.327941
16,FULL,update,RECIPIENT,3.815205,3.540515
16,FULL,update,RECIPIENT,3.667411,3.647662
16,FULL,update,RECIPIENT,3.856566,3.421365
16,FULL,update,RECIPIENT,3.65697,4.285809
16,FULL,update,RECIPIENT,3.592236,3.469501
16,FULL,update,RECIPIENT,3.62561,3.401532
16,FULL,update,RECIPIENT,3.75484,3.719888
16,FULL,update,RECIPIENT,3.81105,3.476716
16,FULL,update,RECIPIENT,3.928503,4.03265
16,FULL,update,RECIPIENT,4.154024,4.397529
16,FULL,update,RECIPIENT,4.063461,3.395081
16,FULL,update,RECIPIENT,4.126455,3.560346
16,FULL,update,RECIPIENT,3.785035,3.391116
22,FULL,update,SENDER,5.280529,4.489374
22,FULL,update,RECIPIENT,5.406293,4.832364
22,FULL,update,RECIPIENT,5.492678,5.298138
22,FULL,update,RECIPIENT,4.843413,4.62156
22,FULL,update,RECIPIENT,5.057309,4.789273
22,FULL,update,RECIPIENT,4.91526,4.67865
22,FULL,update,RECIPIENT,4.844194,4.599185
22,FULL,update,RECIPIENT,4.996574,4.929313
22,FULL,update,RECIPIENT,5.333379,4.710204
22,FULL,update,RECIPIENT,4.829006,4.87734
22,FULL,update,RECIPIENT,4.809819,4.514905
22,FULL,update,RECIPIENT,4.980699,4.664905
22,FULL,update,RECIPIENT,4.784905,4.591294
22,FULL,update,RECIPIENT,5.161277,4.911924
22,FULL,update,RECIPIENT,5.403419,4.792092
22,FULL,update,RECIPIENT,5.123555,4.600463
22,FULL,update,RECIPIENT,4.944469,4.850412
22,FULL,update,RECIPIENT,4.991119,4.721453
22,FULL,update,RECIPIENT,5.47331,4.705694
22,FULL,update,RECIPIENT,5.342029,4.686194
22,FULL,update,RECIPIENT,4.881994,4.868104
22,FULL,update,RECIPIENT,6.064631,4.965293
16,FULL,update,SENDER,3.36946,3.297419
16,FULL,update,RECIPIENT,3.757596,3.436665
16,FULL,update,RECIPIENT,3.634609,3.407098
16,FULL,update,RECIPIENT,3.763442,3.58497
16,FULL,update,RECIPIENT,3.740572,3.73497
16,FULL,update,RECIPIENT,3.686855,3.88495
16,FULL,update,RECIPIENT,3.827838,3.496402
16,FULL,update,RECIPIENT,4.023302,3.4396
16,FULL,update,RECIPIENT,3.698145,3.38829
16,FULL,update,RECIPIENT,3.698593,3.475052
16,FULL,update,RECIPIENT,4.235847,3.359792
16,FULL,update,RECIPIENT,4.157504,3.625587
16,FULL,update,RECIPIENT,3.571966,3.543919
16,FULL,update,RECIPIENT,4.042411,4.387424
16,FULL,update,RECIPIENT,4.627148,3.531408
16,FULL,update,RECIPIENT,4.126065,3.426851
11,FULL,message,SENDER,2.783547,0.203853
11,FULL,message,RECIPIENT,3.006801,0.297949
11,FULL,message,RECIPIENT,3.44205,0.848679
11,FULL,message,RECIPIENT,2.776595,0.25234
11,FULL,message,RECIPIENT,2.867261,0.301141
11,FULL,message,RECIPIENT,2.946181,0.436319
11,FULL,message,RECIPIENT,3.151201,0.50979
11,FULL,message,RECIPIENT,2.881467,0.488329
11,FULL,message,RECIPIENT,2.933704,0.462499
11,FULL,message,RECIPIENT,2.841523,0.50641
11,FULL,message,RECIPIENT,2.424896,0.197775
45,FULL,message,SENDER,8.906599,0.099279
45,FULL,message,RECIPIENT,10.520651,0.30435
45,FULL,message,RECIPIENT,10.046242,0.608074
45,FULL,message,RECIPIENT,10.072157,0.466572
45,FULL,message,RECIPIENT,10.016421,0.27999
45,FULL,message,RECIPIENT,10.175818,0.979959
45,FULL,message,RECIPIENT,10.140462,0.672969
