groupsize,protocol,operation,clientrole,setuptime,operationtime
128,FULL,update,RECIPIENT,28.847188,29.238628
128,FULL,update,RECIPIENT,28.840994,29.03859
128,FULL,update,RECIPIENT,30.66829,29.350687
128,FULL,update,RECIPIENT,29.788662,29.457954
128,FULL,update,RECIPIENT,28.675013,29.773658
128,FULL,update,RECIPIENT,29.198227,34.389716
128,FULL,update,RECIPIENT,28.668923,28.026726
128,FULL,update,RECIPIENT,29.810492,28.186867
128,FULL,update,RECIPIENT,29.768791,28.688717
22,FULL,add,SENDER,4.537677,4.928911
22,FULL,add,RECIPIENT,4.934404,5.933027
22,FULL,add,RECIPIENT,5.102243,5.920947
22,FULL,add,RECIPIENT,4.941653,6.295508
22,FULL,add,RECIPIENT,4.860303,6.11445
22,FULL,add,RECIPIENT,5.337515,6.56685
22,FULL,add,RECIPIENT,5.133274,6.087428
22,FULL,add,RECIPIENT,4.891473,6.69158
22,FULL,add,RECIPIENT,4.956854,6.015375
22,FULL,add,RECIPIENT,5.781312,5.727013
22,FULL,add,RECIPIENT,5.177032,6.091866
22,FULL,add,RECIPIENT,5.064194,5.964516
22,FULL,add,RECIPIENT,4.885525,6.153579
22,FULL,add,RECIPIENT,5.411433,6.697716
22,FULL,add,RECIPIENT,4.812676,5.600032
22,FULL,add,RECIPIENT,5.433653,7.501998
22,FULL,add,RECIPIENT,5.174463,5.784941
22,FULL,add,RECIPIENT,5.311716,5.929568
22,FULL,add,RECIPIENT,5.029419,5.765474
22,FULL,add,RECIPIENT,4.891909,5.644566
22,FULL,add,RECIPIENT,5.162457,5.772772
22,FULL,add,RECIPIENT,4.990229,6.282431
22,FULL,message,SENDER,4.367667,0.284019
22,FULL,message,RECIPIENT,5.007673,0.553349
22,FULL,message,RECIPIENT,4.953284,0.534114
22,FULL,message,RECIPIENT,4.924964,0.38934
22,FULL,message,RECIPIENT,5.001963,0.347221
22,FULL,message,RECIPIENT,5.065554,0.453774
22,FULL,message,RECIPIENT,5.514366,0.411394
22,FULL,message,RECIPIENT,5.209184,0.30846
22,FULL,message,RECIPIENT,5.009336,0.636279
22,FULL,message,RECIPIENT,5.591086,0.343929
22,FULL,message,RECIPIENT,5.275213,0.425325
22,FULL,message,RECIPIENT,5.197472,0.25599
22,FULL,message,RECIPIENT,4.912635,0.350145
22,FULL,message,RECIPIENT,5.135495,0.420454
22,FULL,message,RECIPIENT,5.200336,0.39359
22,FULL,message,RECIPIENT,5.361933,0.26538
22,FULL,message,RECIPIENT,5.099937,0.260349
22,FULL,message,RECIPIENT,5.298274,0.448973
22,FULL,message,RECIPIENT,5.065584,0.3075
22,FULL,message,RECIPIENT,5.376706,0.316545
22,FULL,message,RECIPIENT,5.019071,0.340945
22,FULL,message,RECIPIENT,6.403494,0.756392
22,FULL,message,SENDER,4.713245,0.293
22,FULL,message,RECIPIENT,6.012763,0.366679
22,FULL,message,RECIPIENT,5.092273,0.27522
22,FULL,message,RECIPIENT,4.893962,0.24771
22,FULL,message,RECIPIENT,5.112255,0.330235
22,FULL,message,RECIPIENT,5.239975,0.288254
22,FULL,message,RECIPIENT,4.839075,0.41245
22,FULL,message,RECIPIENT,4.941763,0.28027
22,FULL,message,RECIPIENT,4.939904,0.333815
22,FULL,message,RECIPIENT,4.956933,0.35813
22,FULL,message,RECIPIENT,5.252932,0.300094
22,FULL,message,RECIPIENT,4.935494,0.26082
22,FULL,message,RECIPIENT,5.340223,0.256179
22,FULL,message,RECIPIENT,5.045143,0.30458
22,FULL,message,RECIPIENT,4.932651,0.275435
22,FULL,message,RECIPIENT,5.073313,0.30186
22,FULL,message,RECIPIENT,5.08371,0.501249
22,FULL,message,RECIPIENT,5.079929,0.384109
22,FULL,message,RECIPIENT,5.083026,0.381315
22,FULL,message,RECIPIENT,5.143893,0.4763
22,FULL,message,RECIPIENT,6.182453,0.3413
22,FULL,message,RECIPIENT,5.097625,0.495449
64,FULL,remove,SENDER,13.270525,14.731184
64,FULL,remove,RECIPIENT,14.776348,1.305265
64,FULL,remove,RECIPIENT,14.430893,14.224115
64,FULL,remove,RECIPIENT,14.285707,14.20997
64,FULL,remove,RECIPIENT,14.32213,15.282359
64,FULL,remove,RECIPIENT,14.255408,13.876362
64,FULL,remove,RECIPIENT,15.91393,15.399619
64,FULL,remove,RECIPIENT,13.842217,14.778261
64,FULL,remove,RECIPIENT,15.242024,17.871547
64,FULL,remove,RECIPIENT,15.35079,14.989199
64,FULL,remove,RECIPIENT,14.559491,14.885624
64,FULL,remove,RECIPIENT,14.425334,14.576063
64,FULL,remove,RECIPIENT,14.65714,16.865278
64,FULL,remove,RECIPIENT,14.699013,14.128103
64,FULL,remove,RECIPIENT,14.658994,16.024689
64,FULL,remove,RECIPIENT,14.577891,16.169916
64,FULL,remove,RECIPIENT,13.890815,15.361325
64,FULL,remove,RECIPIENT,14.359601,15.131954
64,FULL,remove,RECIPIENT,14.055632,14.79698
64,FULL,remove,RECIPIENT,14.347339,14.293089
64,FULL,remove,RECIPIENT,14.651372,14.484825
64,FULL,remove,RECIPIENT,15.109059,14.721823
64,FULL,remove,RECIPIENT,14.705047,13.814426
64,FULL,remove,RECIPIENT,14.358468,14.646071
64,FULL,remove,RECIPIENT,14.629926,15.788474
64,FULL,remove,RECIPIENT,13.93792,14.957226
64,FULL,remove,RECIPIENT,14.111417,17.28899
64,FULL,remove,RECIPIENT,14.279364,14.390267
64,FULL,remove,RECIPIENT,14.147469,14.44972
64,FULL,remove,RECIPIENT,15.470918,15.207449
64,FULL,remove,RECIPIENT,16.32704,14.762552
64,FULL,remove,RECIPIENT,14.193714,16.130295
64,FULL,remove,RECIPIENT,16.85734,14.267008
64,FULL,remove,RECIPIENT,14.645403,16.063395
64,FULL,remove,RECIPIENT,14.441183,15.549305
64,FULL,remove,RECIPIENT,14.48288,16.448141
64,FULL,remove,RECIPIENT,14.001101,16.263986
64,FULL,remove,RECIPIENT,14.748053,13.715586
64,FULL,remove,RECIPIENT,15.251978,14.497562
64,FULL,remove,RECIPIENT,14.667958,21.146957
64,FULL,remove,RECIPIENT,14.642156,14.667153
64,FULL,remove,RECIPIENT,14.123719,14.951762
64,FULL,remove,RECIPIENT,13.926333,15.422303
64,FULL,remove,RECIPIENT,14.567104,14.718489
64,FULL,remove,RECIPIENT,13.894782,13.912978
64,FULL,remove,RECIPIENT,14.790686,14.657568
64,FULL,remove,RECIPIENT,14.098982,14.467896
64,FULL,remove,RECIPIENT,14.378439,15.189102
64,FULL,remove,RECIPIENT,14.320756,15.384142
64,FULL,remove,RECIPIENT,14.182673,15.292562
64,FULL,remove,RECIPIENT,13.940502,14.512805
64,FULL,remove,RECIPIENT,14.601066,13.780298
64,FULL,remove,RECIPIENT,14.760921,14.11819
64,FULL,remove,RECIPIENT,14.670015,15.145891
64,FULL,remove,RECIPIENT,14.424454,15.205898
64,FULL,remove,RECIPIENT,14.418724,13.939259
64,FULL,remove,RECIPIENT,13.938634,15.340168
64,FULL,remove,RECIPIENT,14.239402,14.546753
64,FULL,remove,RECIPIENT,14.210353,14.18064
64,FULL,remove,RECIPIENT,14.339473,14.509807
64,FULL,remove,RECIPIENT,14.213565,16.019538
64,FULL,remove,RECIPIENT,14.610799,15.169219
64,FULL,remove,RECIPIENT,13.772094,13.894933
64,FULL,remove,RECIPIENT,14.890014,14.269193
8,FULL,remove,SENDER,1.933579,1.327709
8,FULL,remove,RECIPIENT,2.438004,0.333589
8,FULL,remove,RECIPIENT,2.315814,1.716628
8,FULL,remove,RECIPIENT,2.950197,1.550708
8,FULL,remove,RECIPIENT,2.903771,1.590448
8,FULL,remove,RECIPIENT,0.816569,1.710589
8,FULL,remove,RECIPIENT,2.093137,1.548888
8,FULL,remove,RECIPIENT,0.985484,1.553168
128,FULL,add,SENDER,29.482608,29.69503
128,FULL,add,RECIPIENT,29.152115,31.776072
128,FULL,add,RECIPIENT,31.400997,29.899242
128,FULL,add,RECIPIENT,37.41812,30.648768
128,FULL,add,RECIPIENT,31.409468,31.357611
128,FULL,add,RECIPIENT,30.127242,30.540866
128,FULL,add,RECIPIENT,30.81275,31.879746
128,FULL,add,RECIPIENT,30.966341,33.542871
128,FULL,add,RECIPIENT,28.947941,29.972473
128,FULL,add,RECIPIENT,29.104995,30.808385
128,FULL,add,RECIPIENT,30.362182,30.855534
128,FULL,add,RECIPIENT,30.231098,34.629507
128,FULL,add,RECIPIENT,29.739844,36.494468
128,FULL,add,RECIPIENT,33.96891,31.272126
128,FULL,add,RECIPIENT,34.375927,30.776765
128,FULL,add,RECIPIENT,30.748887,30.799217
128,FULL,add,RECIPIENT,29.834352,30.611722
128,FULL,add,RECIPIENT,31.677982,30.845466
128,FULL,add,RECIPIENT,32.087765,31.03616
128,FULL,add,RECIPIENT,32.851649,31.168141
128,FULL,add,RECIPIENT,28.893115,30.641266
128,FULL,add,RECIPIENT,29.221176,32.179995
128,FULL,add,RECIPIENT,32.235088,31.25995
128,FULL,add,RECIPIENT,30.797717,31.399377
128,FULL,add,RECIPIENT,28.643813,31.201096
128,FULL,add,RECIPIENT,28.955937,30.637002
128,FULL,add,RECIPIENT,31.077705,33.492408
128,FULL,add,RECIPIENT,30.797529,32.661836
128,FULL,add,RECIPIENT,29.132082,30.566911
128,FULL,add,RECIPIENT,29.051062,31.694355
128,FULL,add,RECIPIENT,32.16341,35.352199
128,FULL,add,RECIPIENT,29.653883,35.655899
128,FULL,add,RECIPIENT,29.470857,30.499455
128,FULL,add,RECIPIENT,29.824608,30.949885
128,FULL,add,RECIPIENT,30.553025,29.945689
128,FULL,add,RECIPIENT,30.848636,30.144501
128,FULL,add,RECIPIENT,29.819469,34.144985
128,FULL,add,RECIPIENT,28.790236,33.989629
128,FULL,add,RECIPIENT,30.322751,30.935933
128,FULL,add,RECIPIENT,30.574011,30.261628
128,FULL,add,RECIPIENT,29.235501,31.269813
128,FULL,add,RECIPIENT,30.346482,30.236132
128,FULL,add,RECIPIENT,29.789001,31.583141
128,FULL,add,RECIPIENT,31.505371,32.926283
128,FULL,add,RECIPIENT,33.613094,30.424934
128,FULL,add,RECIPIENT,31.816149,32.394581
128,FULL,add,RECIPIENT,28.571735,30.53327
128,FULL,add,RECIPIENT,29.537526,30.584269
128,FULL,add,RECIPIENT,32.196355,31.258109
128,FULL,add,RECIPIENT,31.635022,30.646582
128,FULL,add,RECIPIENT,28.8243,30.81931
128,FULL,add,RECIPIENT,28.946968,31.10262
128,FULL,add,RECIPIENT,32.634905,32.143067
128,FULL,add,RECIPIENT,29.370696,32.86285
128,FULL,add,RECIPIENT,31.817667,31.448336
128,FULL,add,RECIPIENT,29.821217,30.965774
128,FULL,add,RECIPIENT,32.453451,30.703719
128,FULL,add,RECIPIENT,28.946658,30.336344
128,FULL,add,RECIPIENT,28.52173,30.594792
128,FULL,add,RECIPIENT,29.613937,31.13563
128,FULL,add,RECIPIENT,28.920931,31.235548
128,FULL,add,RECIPIENT,29.998587,31.025271
128,FULL,add,RECIPIENT,30.037937,31.592908
128,FULL,add,RECIPIENT,29.948179,32.182778
128,FULL,add,RECIPIENT,30.237731,31.647932
128,FULL,add,RECIPIENT,33.902095,31.370926
128,FULL,add,RECIPIENT,32.934031,31.235247
128,FULL,add,RECIPIENT,32.318344,31.124375
128,FULL,add,RECIPIENT,32.850434,30.722662
128,FULL,add,RECIPIENT,28.860337,34.666466
128,FULL,add,RECIPIENT,29.640937,31.966574
128,FULL,add,RECIPIENT,29.851422,31.69068
128,FULL,add,RECIPIENT,29.064859,31.803837
128,FULL,add,RECIPIENT,29.992776,30.64289
128,FULL,add,RECIPIENT,30.926101,31.062306
128,FULL,add,RECIPIENT,28.357257,30.463537
128,FULL,add,RECIPIENT,30.056731,30.472762
128,FULL,add,RECIPIENT,28.441044,31.48702
128,FULL,add,RECIPIENT,28.908984,30.665433
128,FULL,add,RECIPIENT,32.077794,30.856066
128,FULL,add,RECIPIENT,31.877382,31.906126
128,FULL,add,RECIPIENT,31.770341,30.723988
128,FULL,add,RECIPIENT,28.552187,30.285563
128,FULL,add,RECIPIENT,31.230079,30.714615
128,FULL,add,RECIPIENT,28.793437,31.069219
128,FULL,add,RECIPIENT,28.792099,31.136992
128,FULL,add,RECIPIENT,31.445046,30.551962
128,FULL,add,RECIPIENT,29.611966,30.919852
128,FULL,add,RECIPIENT,30.384017,31.31195
128,FULL,add,RECIPIENT,29.930606,30.938145
128,FULL,add,RECIPIENT,29.347962,30.690021
128,FULL,add,RECIPIENT,29.21113,31.326029
128,FULL,add,RECIPIENT,29.80914,30.273753
128,FULL,add,RECIPIENT,29.110693,30.565864
128,FULL,add,RECIPIENT,30.827828,29.973342
128,FULL,add,RECIPIENT,36.34757,30.454803
128,FULL,add,RECIPIENT,29.163041,32.293053
128,FULL,add,RECIPIENT,28.504869,40.001761
128,FULL,add,RECIPIENT,29.488677,31.025682
128,FULL,add,RECIPIENT,29.991638,30.478312
128,FULL,add,RECIPIENT,31.402669,31.301205
128,FULL,add,RECIPIENT,29.229684,30.944358
128,FULL,add,RECIPIENT,30.444184,34.279759
128,FULL,add,RECIPIENT,29.728304,31.092607
128,FULL,add,RECIPIENT,30.125089,30.954183
128,FULL,add,RECIPIENT,30.794406,30.658183
128,FULL,add,RECIPIENT,31.764577,33.402371
128,FULL,add,RECIPIENT,30.544213,31.751168
128,FULL,add,RECIPIENT,36.883398,30.283845
128,FULL,add,RECIPIENT,34.06059,32.663678
128,FULL,add,RECIPIENT,33.923022,30.911185
128,FULL,add,RECIPIENT,29.584972,33.189697
128,FULL,add,RECIPIENT,28.767658,30.114899
128,FULL,add,RECIPIENT,30.236503,37.283701
128,FULL,add,RECIPIENT,31.426976,30.278266
128,FULL,add,RECIPIENT,39.058989,30.054323
128,FULL,add,RECIPIENT,30.901813,30.864525
128,FULL,add,RECIPIENT,30.123633,31.397988
128,FULL,add,RECIPIENT,28.820164,32.247247
128,FULL,add,RECIPIENT,29.871815,30.74682
128,FULL,add,RECIPIENT,31.044777,30.395394
128,FULL,add,RECIPIENT,30.987765,32.253155
128,FULL,add,RECIPIENT,31.023576,30.415023
128,FULL,add,RECIPIENT,29.946387,30.647267
128,FULL,add,RECIPIENT,28.832803,30.652253
128,FULL,add,RECIPIENT,30.107298,32.307535
128,FULL,add,RECIPIENT,29.957351,30.280273
128,FULL,add,RECIPIENT,29.79861,31.140196
22,FULL,update,SENDER,5.091956,4.331274
22,FULL,update,RECIPIENT,5.123568,4.604164
22,FULL,update,RECIPIENT,4.927149,4.874963
22,FULL,update,RECIPIENT,5.256494,4.620764
22,FULL,update,RECIPIENT,5.145088,4.586831
22,FULL,update,RECIPIENT,4.842654,5.275503
22,FULL,update,RECIPIENT,5.091264,4.788581
22,FULL,update,RECIPIENT,4.873464,4.575276
22,FULL,update,RECIPIENT,4.852899,4.763275
22,FULL,update,RECIPIENT,5.633882,4.557575
22,FULL,update,RECIPIENT,5.358647,5.002813
22,FULL,update,RECIPIENT,4.923124,4.783514
22,FULL,update,RECIPIENT,4.99965,4.819638
22,FULL,update,RECIPIENT,5.106729,4.834395
22,FULL,update,RECIPIENT,5.049428,4.681362
22,FULL,update,RECIPIENT,5.194614,5.420709
22,FULL,update,RECIPIENT,4.987329,4.891055
22,FULL,update,RECIPIENT,4.917757,4.793205
22,FULL,update,RECIPIENT,5.059177,4.736644
22,FULL,update,RECIPIENT,5.584969,4.685518
22,FULL,update,RECIPIENT,5.371449,4.738113
22,FULL,update,RECIPIENT,5.697024,4.802199
11,FULL,remove,SENDER,2.905666,2.877741
11,FULL,remove,RECIPIENT,2.920313,0.527326
11,FULL,remove,RECIPIENT,2.882478,2.458689
11,FULL,remove,RECIPIENT,2.977856,2.324809
11,FULL,remove,RECIPIENT,2.719076,2.422963
11,FULL,remove,RECIPIENT,3.055907,2.73991
11,FULL,remove,RECIPIENT,3.162086,2.796218
11,FULL,remove,RECIPIENT,2.680366,2.691726
11,FULL,remove,RECIPIENT,2.654648,2.361237
11,FULL,remove,RECIPIENT,2.950426,2.418695
11,FULL,remove,RECIPIENT,2.753021,2.351247
11,FULL,remove,SENDER,2.273848,2.208758
11,FULL,remove,RECIPIENT,2.724482,0.632566
11,FULL,remove,RECIPIENT,3.107899,2.273665
11,FULL,remove,RECIPIENT,3.024547,2.287031
11,FULL,remove,RECIPIENT,2.634736,2.340437
11,FULL,remove,RECIPIENT,3.104647,2.41092
11,FULL,remove,RECIPIENT,3.138742,2.354432
11,FULL,remove,RECIPIENT,2.945562,2.460496
11,FULL,remove,RECIPIENT,2.661066,2.268223
11,FULL,remove,RECIPIENT,2.924248,2.885985
11,FULL,remove,RECIPIENT,3.281456,2.935298
32,FULL,remove,SENDER,6.587994,6.379286
32,FULL,remove,RECIPIENT,7.310594,0.71405
32,FULL,remove,RECIPIENT,7.184655,7.051342
32,FULL,remove,RECIPIENT,6.882981,6.547817
32,FULL,remove,RECIPIENT,7.085404,6.851732
32,FULL,remove,RECIPIENT,7.190585,6.628732
32,FULL,remove,RECIPIENT,7.216619,7.20369
32,FULL,remove,RECIPIENT,7.321007,7.125482
32,FULL,remove,RECIPIENT,7.52276,7.047519
32,FULL,remove,RECIPIENT,7.119991,6.894501
32,FULL,remove,RECIPIENT,7.413443,6.696569
32,FULL,remove,RECIPIENT,7.254531,6.961869
32,FULL,remove,RECIPIENT,7.472439,7.068716
32,FULL,remove,RECIPIENT,7.563665,6.696751
32,FULL,remove,RECIPIENT,6.955191,6.907097
32,FULL,remove,RECIPIENT,7.992808,7.012437
32,FULL,remove,RECIPIENT,7.183396,8.153281
32,FULL,remove,RECIPIENT,7.549288,7.369292
32,FULL,remove,RECIPIENT,7.231196,6.558983
32,FULL,remove,RECIPIENT,7.822664,6.609072
32,FULL,remove,RECIPIENT,7.236175,6.841549
32,FULL,remove,RECIPIENT,7.214181,7.059328
32,FULL,remove,RECIPIENT,7.080466,6.794812
32,FULL,remove,RECIPIENT,7.539472,7.51098
32,FULL,remove,RECIPIENT,7.376919,6.830616
32,FULL,remove,RECIPIENT,7.155146,6.774251
32,FULL,remove,RECIPIENT,6.982376,6.716032
32,FULL,remove,RECIPIENT,7.196128,6.867246
32,FULL,remove,RECIPIENT,7.053677,7.44448
32,FULL,remove,RECIPIENT,7.848994,7.015291
32,FULL,remove,RECIPIENT,7.209136,6.537351
32,FULL,remove,RECIPIENT,7.347287,6.982392
22,FULL,message,SENDER,4.461049,0.201327
22,FULL,message,RECIPIENT,5.049455,0.651362
22,FULL,message,RECIPIENT,5.138949,0.29192
22,FULL,message,RECIPIENT,5.244163,0.472285
22,FULL,message,RECIPIENT,5.068323,0.599979
22,FULL,message,RECIPIENT,5.050855,0.296035
22,FULL,message,RECIPIENT,5.568543,0.681188
22,FULL,message,RECIPIENT,4.894083,0.42041
22,FULL,message,RECIPIENT,5.357398,0.375299
22,FULL,message,RECIPIENT,4.980487,0.321665
22,FULL,message,RECIPIENT,4.907063,0.31299
22,FULL,message,RECIPIENT,5.61826,0.27839
22,FULL,message,RECIPIENT,5.44793,0.26243
22,FULL,message,RECIPIENT,5.457722,0.245799
22,FULL,message,RECIPIENT,5.51057,0.315702
22,FULL,message,RECIPIENT,4.97994,0.31585
22,FULL,message,RECIPIENT,5.056874,0.338499
22,FULL,message,RECIPIENT,4.872333,0.2563
22,FULL,message,RECIPIENT,4.978634,0.31936
22,FULL,message,RECIPIENT,5.163796,1.162303
22,FULL,message,RECIPIENT,4.966984,0.25739
22,FULL,message,RECIPIENT,6.085994,0.651853
45,FULL,remove,SENDER,10.18714,9.149371
45,FULL,remove,RECIPIENT,9.908938,1.157999
45,FULL,remove,RECIPIENT,10.384723,10.207169
45,FULL,remove,RECIPIENT,11.813976,10.035969
45,FULL,remove,RECIPIENT,9.943612,9.770192
45,FULL,remove,RECIPIENT,10.542693,10.420576
45,FULL,remove,RECIPIENT,12.08646,9.661933
45,FULL,remove,RECIPIENT,9.816625,9.601546
45,FULL,remove,RECIPIENT,9.986912,9.731819
45,FULL,remove,RECIPIENT,10.136035,9.546973
45,FULL,remove,RECIPIENT,9.952466,9.649377
45,FULL,remove,RECIPIENT,10.264386,9.329596
45,FULL,remove,RECIPIENT,10.2069,9.052648
45,FULL,remove,RECIPIENT,10.386229,9.544079
45,FULL,remove,RECIPIENT,10.26984,9.307346
45,FULL,remove,RECIPIENT,10.316445,9.402917
45,FULL,remove,RECIPIENT,10.007058,10.178041
45,FULL,remove,RECIPIENT,11.57918,9.264828
45,FULL,remove,RECIPIENT,10.174254,10.318862
45,FULL,remove,RECIPIENT,10.893367,9.597122
45,FULL,remove,RECIPIENT,10.699419,9.642137
45,FULL,remove,RECIPIENT,10.611841,9.479914
45,FULL,remove,RECIPIENT,11.688678,9.323477
45,FULL,remove,RECIPIENT,9.764232,9.262358
45,FULL,remove,RECIPIENT,10.520343,9.730175
45,FULL,remove,RECIPIENT,10.064733,10.84278
45,FULL,remove,RECIPIENT,9.861691,9.742505
45,FULL,remove,RECIPIENT,10.181424,9.843453
45,FULL,remove,RECIPIENT,10.265115,10.130643
45,FULL,remove,RECIPIENT,9.896925,9.333114
45,FULL,remove,RECIPIENT,10.495825,9.724755
45,FULL,remove,RECIPIENT,9.937756,9.152409
45,FULL,remove,RECIPIENT,10.14766,9.436925
45,FULL,remove,RECIPIENT,11.041004,9.752797
45,FULL,remove,RECIPIENT,9.824171,9.479317
45,FULL,remove,RECIPIENT,9.791359,9.675447
45,FULL,remove,RECIPIENT,10.143163,9.861408
45,FULL,remove,RECIPIENT,10.073888,10.077951
45,FULL,remove,RECIPIENT,10.056878,10.684632
45,FULL,remove,RECIPIENT,9.930649,9.830592
45,FULL,remove,RECIPIENT,9.827411,10.479386
45,FULL,remove,RECIPIENT,9.89693,10.510144
45,FULL,remove,RECIPIENT,11.035041,9.307546
45,FULL,remove,RECIPIENT,11.483694,10.503345
45,FULL,remove,RECIPIENT,10.909879,9.327823
32,FULL,message,SENDER,6.60326,0.153119
32,FULL,message,RECIPIENT,7.103322,0.339675
32,FULL,message,RECIPIENT,7.062283,0.28749
32,FULL,message,RECIPIENT,7.229287,0.273309
32,FULL,message,RECIPIENT,6.976104,0.253275
32,FULL,message,RECIPIENT,6.985932,0.26529
32,FULL,message,RECIPIENT,7.06328,0.254159
32,FULL,message,RECIPIENT,7.090972,0.251569
32,FULL,message,RECIPIENT,7.580379,0.352615
32,FULL,message,RECIPIENT,7.787643,0.303519
32,FULL,message,RECIPIENT,7.421703,0.28956
32,FULL,message,RECIPIENT,7.367624,0.387935
32,FULL,message,RECIPIENT,7.142378,0.38214
32,FULL,message,RECIPIENT,6.997142,0.442073
32,FULL,message,RECIPIENT,7.305295,0.33275
32,FULL,message,RECIPIENT,7.073511,0.27246
32,FULL,message,RECIPIENT,7.106099,0.34605
32,FULL,message,RECIPIENT,7.175205,0.38883
32,FULL,message,RECIPIENT,7.21076,0.25864
32,FULL,message,RECIPIENT,7.048591,0.276109
32,FULL,message,RECIPIENT,7.749041,0.324699
32,FULL,message,RECIPIENT,7.49448,0.382805
32,FULL,message,RECIPIENT,7.010734,0.342045
32,FULL,message,RECIPIENT,7.258952,0.302395
32,FULL,message,RECIPIENT,6.990692,0.257239
32,FULL,message,RECIPIENT,7.068371,0.308685
32,FULL,message,RECIPIENT,7.724772,0.502479
32,FULL,message,RECIPIENT,7.226659,0.287144
32,FULL,message,RECIPIENT,7.397754,0.314585
32,FULL,message,RECIPIENT,7.001662,0.326425
32,FULL,message,RECIPIENT,7.060543,0.510894
32,FULL,message,RECIPIENT,7.21637,0.477939
90,FULL,message,SENDER,19.38164,0.328511
90,FULL,message,RECIPIENT,20.817578,0.437458
90,FULL,message,RECIPIENT,19.880215,0.424465
90,FULL,message,RECIPIENT,20.359347,0.669352
90,FULL,message,RECIPIENT,20.000588,0.413759
90,FULL,message,RECIPIENT,19.807954,0.29216
90,FULL,message,RECIPIENT,19.559054,0.2945
90,FULL,message,RECIPIENT,20.424512,0.436899
90,FULL,message,RECIPIENT,20.129318,0.367514
90,FULL,message,RECIPIENT,20.089792,0.36261
90,FULL,message,RECIPIENT,20.445637,0.29012
90,FULL,message,RECIPIENT,19.681906,0.332865
90,FULL,message,RECIPIENT,19.648542,0.299934
90,FULL,message,RECIPIENT,20.020903,0.298904
90,FULL,message,RECIPIENT,22.090255,0.443445
90,FULL,message,RECIPIENT,20.757071,0.26859
90,FULL,message,RECIPIENT,20.545534,0.414344
90,FULL,message,RECIPIENT,20.567472,0.28957
90,FULL,message,RECIPIENT,20.00414,0.35482
90,FULL,message,RECIPIENT,20.132962,0.325055
90,FULL,message,RECIPIENT,19.817764,0.2745
90,FULL,message,RECIPIENT,19.896481,0.364554
90,FULL,message,RECIPIENT,20.106479,0.35628
90,FULL,message,RECIPIENT,20.261854,0.275149
90,FULL,message,RECIPIENT,20.63401,0.328225
90,FULL,message,RECIPIENT,20.216021,0.316769
90,FULL,message,RECIPIENT,20.03081,0.30047
90,FULL,message,RECIPIENT,19.433686,0.484588
90,FULL,message,RECIPIENT,20.739534,0.26665
90,FULL,message,RECIPIENT,20.10042,0.29812
90,FULL,message,RECIPIENT,20.981849,0.3083
90,FULL,message,RECIPIENT,19.886722,0.348129
90,FULL,message,RECIPIENT,19.588418,0.637164
90,FULL,message,RECIPIENT,20.035793,0.30053
90,FULL,message,RECIPIENT,20.595661,0.262889
90,FULL,message,RECIPIENT,20.139272,0.26868
90,FULL,message,RECIPIENT,20.352946,0.496703
90,FULL,message,RECIPIENT,20.017907,0.375705
90,FULL,message,RECIPIENT,19.699713,0.36289
90,FULL,message,RECIPIENT,20.539761,0.39608
90,FULL,message,RECIPIENT,20.344196,0.40005
90,FULL,message,RECIPIENT,20.65673,0.340809
90,FULL,message,RECIPIENT,19.655015,0.32037
90,FULL,message,RECIPIENT,19.890516,0.2784
90,FULL,message,RECIPIENT,22.066362,0.373913
90,FULL,message,RECIPIENT,20.342263,0.370805
90,FULL,message,RECIPIENT,20.208296,0.27027
90,FULL,message,RECIPIENT,19.980886,0.284469
90,FULL,message,RECIPIENT,19.684805,0.428864
90,FULL,message,RECIPIENT,20.720906,0.287719
90,FULL,message,RECIPIENT,20.087514,0.376625
90,FULL,message,RECIPIENT,19.927153,0.27071
90,FULL,message,RECIPIENT,19.942509,0.597603
90,FULL,message,RECIPIENT,19.969371,0.384173
